id_cliente,nome_cliente,data_nascimento,vendedor,valor_padrao,desconto,valor_faturamento,forma_pagamento,banco,custo,produto,cor_produto,ano,modelo,data_entrega,zero_km_ou_seminovo
CLI001388,Vanessa Barbosa Lima,25/09/1965,Camila Andrade,134600.00,8900.00,125700.00,Financiamento,,116401.57,Saveiro,Branco,2024,Saveiro Highline,07/05/2025,Semi Novo
CLI001395,Vanessa Souza,21/09/2004,Fernanda Ribeiro,97400.00,7450.00,89950.00,Financiamento,Montadora,82429.19,Polo,Vermelho,2025,Polo Sense,28/05/2025,0 KM
CLI001436,Larissa Teixeira Oliveira,21/01/1970,Fernanda Ribeiro,153700.00,7000.00,145400.00,À VISTA,,132770.58,Saveiro,Branco,2025,Saveiro Highline,15/05/2025,0 KM
CLI001399,Renata Batista,10/05/1972,Fernanda Ribeiro,159500.00,7250.00,152250.00,Financiamento,Bradesco,135996.24,T-Cross,Vermelho,2025,T-Cross Comfortline,31/05/2025,0 KM
CLI001377,Renata Cardoso,28/09/1982,Fernanda Ribeiro,142800.00,7300.00,135500.00,Financiamento,Santander,118090.64,Saveiro,Preto,2025,Saveiro Highline,29/05/2025,0 KM
CLI001441,Gabriela Gonçalves,08/07/1966,Camila Andrade,141100.00,6600.00,134500.00,À Vista,,119821.26,Virtus,Prata,2025,Virtus Highline,04/05/2025,0 KM
CLI001447,Vinícius Pereira Gomes,23/04/1964,Camila Andrade,200000.00,5550.00,194450.00,Financiamento,Montadora,173422.65,Taos,Preto,2025,Taos Comfortline,07/05/2025,0 KM
CLI001453,Caio Silva,09/03/1996,Bruno Almeida,154400.00,0.00,154400.00,Financiamento,Santander,132491.47,T-Cross,Prata,2025,T-Cross Comfortline,07/05/2025,0 KM
CLI001383,Vinícius Cardoso Ribeiro,07/07/1968,Bruno Almeida,96000.00,6800.00,89200.00,Financiamento,Santander,85424.19,Polo,Branco,2025,Polo Sense,12/05/2025,0 KM
CLI001407,Luana Carvalho,19/09/1966,Camila Andrade,158900.00,0.00,158900.00,À Vista,,138816.82,T-Cross,Branco,2025,T-Cross Comfortline,15/05/2025,0 KM
CLI001424,João Ferreira Gomes,03/02/1982,Fernanda Ribeiro,102700.00,1400.00,101300.00,Financiamento,Montadora,89596.88,Saveiro,Preto,2024,Saveiro Sense,19/05/2025,Semi Novo
CLI001527,Camila Pereira,22/05/1987,Rafael Martins,115300.00,1600.00,113700.00,À Vista,,100699.12,Virtus,Prata,2025,Virtus Sense,18/05/2025,0 KM
CLI001503,Ricardo Melo,13/06/1989,Camila Andrade,119100.00,4750.00,114350.00,Financiamento,,98471.47,Polo,Cinza,2025,Polo Comfortline,26/05/2025,0 KM
CLI001475,Thiago Ramos,07/12/1985,Diego Nogueira,98600.00,1850.00,96750.00,Financiamento,Santander,84976.77,Polo,Branco,2025,Polo Comfortline,31/05/2025,Semi Novo
CLI001494,Rodrigo Santos,17/06/1991,Diego Nogueira,143400.00,1200.00,142200.00,Financiamento,Montadora,118192.33,Virtus,Azul,2025,Virtus Highline,31/05/2025,Semi Novo
CLI001497,Mariana Barros,06/09/1975,Bruno Almeida,141300.00,5250.00,136050.00,Financiamento,Montadora,120592.49,Virtus,Branco,2025,Virtus Comfortline,27/05/2025,0 KM
CLI001557,Gabriela Ramos,12/12/1986,Fernanda Ribeiro,152200.00,8200.00,144000.00,Financiamento,BV,130932.69,Nivus,Vermelho,2024,Nivus Highline,13/05/2025,Semi Novo
CLI001523,Tatiane Nascimento Rodrigues,03/10/1981,Camila Andrade,171600.00,-1000.00,171600.00,Financiamento,Montadora,153683.21,T-Cross,Branco,2025,T-Cross Highline,25/05/2025,Semi Novo
CLI001518,Gustavo Santos,10/01/1958,Fernanda Ribeiro,186500.00,3450.00,183050.00,Financiamento,Santander,159362.40,Taos,Cinza,2025,Taos Comfortline,26/06/2025,Semi Novo
CLI001482,Lucas Costa,10/01/2002,Juliana Costa,127500.00,0.00,127500.00,À Vista,,108255.11,Nivus,Prata,2025,Nivus Comfortline,20/06/2025,0 KM
CLI001461,Fernando Mendes Lopes,15/08/2000,Camila Andrade,165600.00,2200.00,163400.00,Financiamento,Montadora,139558.48,Taos,Pretoo,2024,Taos Sense,14/06/2025,Semi Novo
CLI001549,Rodrigo Soares,27/11/1980,Fernanda Ribeiro,142800.00,0.00,144.000,00,Financiamento,BV,127253.12,Nivus,Branco,2025,Nivus Comfortline,24/06/2025,0 KM
CLI001487,Thiago Oliveira,13/12/1984,Bruno Almeida,126400.00,0.00,126400.00,Financiamento,Santander,109511.65,Nivus,Branco,2025,Nivus Comfortline,30/06/2025,0 KM
CLI001484,Isabela Lopes Moreira,09/01/1984,Fernanda Ribeiro,145000.00,0.00,145000.00,Financiamento,BV,119223.58,Nivus,Azul,2025,Nivus Comfortline,28/06/2025,0 KM
CLI001468,Guilherme Gonçalves,20/08/1971,Camila Andrade,148600.00,6550.00,142050.00,Financiamento,Montadora,130967.67,Nivus,Azul,2025,Nivus Comfortline,05/06/2025,0 KM
CLI001469,Vitor Mendes Soares,04/09/1978,Fernanda Ribeiro,124400.00,1750.00,122650.00,Financiamento,Bradesco,104887.64,T-Cross,Prata,2024,T-Cross Sense,10/06/2025,Semi Novo
CLI001496,Carolina Santana,23/02/2002,Camila Andrade,212800.00,7750.00,205050.00,Financiamento,,178908.31,Taos,Cinza,2025,Taos Comfortline,27/06/2025,0 KM
CLI001543,Rafaela Ribeiro,10/04/1985,Diego Nogueira,141300.00,12550.00,128750.00,Financiamento,Montadora,122914.47,Nivus,Azul,2024,Nivus Highline,16/06/2025,Semi Novo
CLI001498,Beatriz Nunes Andrade,05/08/1995,Fernanda Ribeiro,124300.00,3800.00,120500.00,Financiamento,Santander,108048.00,Polo,Cinza,2025,Polo Highline,27/06/2025,0 KM
CLI001480,Fernanda Gomes,01/11/1961,Juliana Costa,291000.00,0.00,292450.00,À Vista,,248547.98,amarok,Preto,2025,Amarok Highline,12/06/2025,Semi Novo
CLI001526,Carlos Araújo,25/08/1960,Camila Andrade,158900.00,7450.00,151450.00,Financiamento,Montadora,140224.60,T-Cross,Cinza,2025,T-Cross Comfortline,19/06/2025,0 KM
CLI001521,Bruna Rocha Costa,24/10/1959,Juliana Costa,113100.00,950.00,112150.00,Financiamento,,100258.19,Nivus,Branco,2025,Nivus Sense,24/06/2025,0 KM
CLI001552,Renan Santana Silva,23/11/2001,Rafael Martins,114300.00,2550.00,111750.00,Financiamento,Bradesco,96210.22,Virtus,Branco,2025,Virtus Sense,26/06/2025,0 KM
CLI001474,Vanessa Santos,06/02/1981,Camila Andrade,125100.00,3800.00,121300.00,Financiamento,BV,106910.63,Virtus,Vermelho,2025,Virtus Comfortline,09/06/2025,0 KM
CLI001634,Felipe Rocha,12/10/2001,Diego Nogueira,283100.00,2050.00,281050.00,À Vista,,250631.12,Tiguan Allspace,Prata,2025,Tiguan Allspace Highline,24/06/2025,0 KM
CLI001561,Pedro Moreira,11/10/1986,Diego Nogueira,166700.00,5650.00,161050.00,Financiamento,Montadora,145655.31,T-Cross,Azul,2025,T-Cross Comfortline,29/06/2025,0 KM
CLI001563,André Dias Barbosa,17/03/1959,Diego Nogueira,113000.00,4200.00,108800.00,Financiamento,BV,96581.65,Polo,Branco,2025,Polo Comfortline,28/07/2025,0 KM
CLI001586,Eduarda Batista Souza,19/06/1994,Diego Nogueira,138800.00,6750.00,132050.00,À Vista,,120341.60,Nivus,Prata,2025,Nivus Comfortline,30/07/2025,Semi Novo
CLI001636,Isabela Santos,22/08/1978,Camila Andrade,157100.00,7600.00,149500.00,Financiamento,Bradesco,129515.25,T-Cross,Cinza,2025,T-Cross Comfortline,11/07/2025,0 KM
CLI001617,Caio Rocha,09/12/1963,Fernanda Ribeiro,124800.00,0.00,124800.00,Financiamento,Montadora,107149.97,T-Cross,Branco,2025,T-Cross Sense,22/07/2025,0 KM
CLI001570,Letícia Melo,02/10/1985,Camila Andrade,118900.00,1600.00,117300.00,Financiamento,Santander,106036.79,Saveiro,Prata,2025,Saveiro Comfortline,30/06/2025,0 KM
CLI001572,Bruna Soares Nascimento,2001-12-17,Rafael Martins,121100.00,6200.00,114900.00,Financiamento,Bradesco,104637.10,Nivus,Preto,2025,Nivus Sense,03/07/2025,0 KM
CLI001575,André Freitas,12/03/1968,Juliana Costa,145000.00,4700.00,140300.00,À Vista,,126578.62,Saveiro,Prata,2025,Saveiro Highline,03/07/2025,0 KM
CLI001606,Gustavo Batista,10/05/1996,Bruno Almeida,288100.00,11700.00,276400.00,Financiamento,,244188.72,Amarok,Cinza,2025,Amarok Highline,12/07/2025,0 KM
CLI001611,Lucas Rocha,07/09/1965,Fernanda Ribeiro,123100.00,4550.00,118550.00,Financiamento,Montadora,108160.90,Nivus,Preto,2025,Nivus Comfortline,19/07/2025,Semi Novo
CLI001631,Sofia Almeida,28/12/1959,Rafael Martins,185200.00,2900.00,182300.00,Financiamento,Santander,159890.14,Taos,Branco,2025,Taos Sense,07/07/2025,0 KM
CLI001902,DÃ¡niela Melo Freitas,,Diego Nogueira,91400.00,4500.00,86900.00,Financiamento,Montadora,77966.12,Polo,Prata,2025,Polo Sense,22/07/2025,0 KM
CLI001838,Larissa Moreira Rodrigues,15/08/1993,Juliana Costa,284100.00,26100.00,258000.00,Financiamento,BV,249961.87,Amarok,Branco,2025,Amarok Comfortline,05/07/2025,0 KM
CLI001583,Sabrina Almeida Lima,21/12/1972,Fernanda Ribeiro,132400.00,4300.00,128100.00,Financiamento,Bradesco,110864.30,Virtus,Preto,2025,Virtus Comfortline,03/07/2025,0 KM
CLI001615,Ana Castro,02/01/1973,Fernanda Ribeiro,87800.00,0.00,87800.00,À Vista,,76319.08,Polo,Preto,2025,Polo Sense,08/07/2025,0 KM
CLI001620,Thiago Araújo Ferreira,1970-07-13,Fernanda Ribeiro,152900.00,4200.00,148700.00,Financiamento,Montadora,136369.82,Nivus,Branco,2025,Nivus Highline,2025-07-04,0 KM
CLI001604,Gustavo Lima,08/04/1960,Fernanda Ribeiro,174900.00,5100.00,169800.00,Financiamento,Montadora,154340.07,T-Cross,Preto,2025,T-Cross Highline,24/07/2025,0 KM
CLI001739,Rodrigo Nunes,07/02/1995,Diego Nogueira,145800.00,1900.00,143900.00,Financiamento,Bradesco,121168.49,Saveiro,Prata,2024,Saveiro Highline,13/07/2025,Semi Novo
CLI001748,Henrique Teixeira Cardoso,06/02/1952,Rafael Martins,109000.00,2000.00,107000.00,À Vista,,95682.79,Polo,Vermelho,2025,Polo Comfortline,26/07/2025,0 KM
CLI001692,Luana Lima Melo,22/02/1961,Fernanda Ribeiro,208100.00,4700.00,206500.00,À Vista,,184251.83,Taos,Cinza,2025,Taos Comfortline,13/07/2025,  0 KM 
CLI001650,Samuel Moreira,18/06/1981,Fernanda Ribeiro,184400.00,0.00,184400.00,À Vista,,157286.73,T-Cross,Branco,2025,T-Cross Highline,17/08/2025,0 KM
CLI001696,Mateus Andrade,05/12/1999,Diego Nogueira,98900.00,3750.00,95150.00,Financiamento,BV,86687.00,Saveiro,Vermelho,2025,Saveiro Sense,07/08/2025,Semi Novo
CLI001688,Renata Nunes,15/06/1962,Camila Andrade,107800.00,5600.00,102200.00,Financiamento,Montadora,92061.51,Saveiro,Cinza,2025,Saveiro Sense,23/08/2025,0 KM
CLI001729,Carlos Ramos,05/12/1977,Rafael Martins,162700.00,3000.00,159700.00,Financiamento,BV,140919.16,T-Cross,Prata,2025,T-Cross Comfortline,01/08/2025,0 KM
CLI001678,Mariana Rocha,13/11/1976,Bruno Almeida,171900.00,10550.00,161350.00,Financiamento,Montadora,153664.63,T-Cross,PRATA ,2025,T-Cross Highline,15/08/2025,0 KM
CLI001700,Carlos Rezende Nunes,25/10/1988,Rafael Martins,112400.00,1750.00,110650.00,Financiamento,Montadora,94065.57,Polo,Branco,2025,Polo Comfortline,29/08/2025,0 KM
CLI001684,Marcelo Monteiro,25/11/2001,Fernanda Ribeiro,106800.00,5950.00,100850.00,Financiamento,Montadora,89869.96,Polo,Branco,2025,Polo Comfortline,13/08/2025,Semi Novo
CLI001740,Rafaela Gonçalves Melo,11/05/2000,Diego Nogueira,288300.00,10800.00,277500.00,Financiamento,Santander,254792.99,Tiguan Allspace,Cinza,2025,Tiguan Allspace Highline,01/08/2025,0 KM
CLI001663,Vanessa Souza,10/07/1979,Diego Nogueira,90400.00,0.00,90400.00,Financiamento,Montadora,79921.67,Polo,Azul,2024,Polo Sense,04/08/2025,Semi Novo
CLI001689,Murilo Soares Nascimento,04/05/2003,Rafael Martins,98600.00,1650.00,96950.00,Financiamento,BV,87306.99,Saveiro,Prata,2024,Saveiro Sense,02/08/2025,Semi Novo
CLI001727,Samuel Costa Barros,02/10/1968,Rafael Martins,157500.00,7050.00,150450.00,Financiamento,Bradesco,130878.35,Nivus,Cinza,2025,Nivus Highline,03/08/2025,0 KM
CLI001652,Leonardo Duarte Alves,25/11/1983,Fernanda Ribeiro,146400.00,8250.00,138150.00,Financiamento,Santander,130513.05,Nivus,Prata,2025,Nivus Comfortline,15/08/2025,0 KM
CLI001714,Pedro Araújo,02/07/1976,Camila Andrade,152800.00,7150.00,145650.00,Financiamento,Santander,134108.53,T-Cross,Vermelho,2025,T-Cross Comfortline,26/08/2025,0 KM
CLI001708,Rafaela Costa Barros,26/09/1960,Diego Nogueira,200700.00,5900.00,194800.00,Financiamento,Santander,174758.99,Taos,Branco,2025,Taos Comfortline,30/08/2025,0 KM
CLI001718,Larissa Rezende,08/08/1972,Fernanda Ribeiro,117400.00,5900.00,111500.00,Financiamento,Bradesco,105481.27,Polo,BRANCO ,2025,Polo Highline,23/08/2025,Semi Novo
CLI001774,Thiago Souza,1995-06-25,Camila Andrade,146800.00,2550.00,144250.00,À Vista,,128700.50,Nivus,Prata,2025,Nivus Comfortline,2025-08-09,0 KM
CLI001819,Bruna Barros Lopes,02/12/1975,Bruno Almeida,270900.00,0.00,270900.00,Financiamento,Santander,225627.93,Tiguan Allspace,Prata,2025,Tiguan Allspace Highline,30/08/2025,Semi Novo
CLI001791,Thiago Barros Martins,28/07/1976,Camila Andrade,105100.00,5550.00,99550.00,À Vista,,91704.59,Polo,Azul,2025,Polo Comfortline,24/08/2025,Semi Novo
CLI001807,Paulo Castro,13/07/1984,Fernanda Ribeiro,250700.00,700.00,250000.00,À Vista,,221748.08,Tiguan Allspace,Prata,2025,Tiguan Allspace Comfortline,27/08/2025,Semi Novo
CLI001827,Isabela Mendes Ferreira,20/04/1991,Camila Andrade,156100.00,8450.00,147650.00,Financiamento,Montadora,131676.92,Saveiro,Prata,2025,Saveiro Highline,26/08/2025,0 KM
CLI001831,Leonardo Teixeira Oliveira,14/03/2000,Diego Nogueira,127900.00,11050.00,118100.00,Financiamento,BV,107132.96,Polo,Cinza,2025,POLO HIGHLINE,20/09/2025,0 KM
CLI001833,Vanessa Rocha,24/03/1967,Bruno Almeida,152200.00,3950.00,148250.00,Financiamento,Montadora,125971.43,T-Cross,Cinza,2025,T-Cross Comfortline,24/09/2025,0 KM
CLI001838,Fernanda Cardoso,12/12/1990,Fernanda Ribeiro,80600.00,2050.00,78550.00,Financiamento,Montadora,71294.20,Polo,Preto,2025,Polo Sense,05/09/2025,Semi Novo
CLI001766,Ricardo Batista,07/04/1985,Rafael Martins,126400.00,4050.00,122350.00,À Vista,,112985.39,Polo,Azul,2025,Polo Highline,17/09/2025,0 KM
CLI001800,Pedro Ramos Moraes,24/02/1962,Rafael Martins,126700.00,2.500,00,124200.00,Financiamento,Montadora,127003.69,Nivus,Branco,2025,Nivus Comfortline,15/09/2025,0 KM
CLI001824,Vanessa Barbosa,05/09/1987,Diego Nogueira,203400.00,0.00,203400.00,Financiamento,Montadora,178791.86,Taos,Prata,2025,Taos Comfortline,07/09/2025,0 KM
CLI001787,Murilo Nascimento Oliveira,09/07/1989,Juliana Costa,108600.00,-5000.00,103500.00,À Vista,,89168.56,Nivus,Branco,2025,Nivus Sense,26/09/2025,0 KM
CLI001814,Vitor RodriguÃ©s,,Diego Nogueira,132400.00,0.00,132400.00,Financiamento,Montadora,116370.65,Polo,Preto,2025,Polo Highline,24/09/2025,0 KM
CLI001882,Felipe Monteiro,05/10/1993,Bruno Almeida,138700.00,8000.00,130700.00,À Vista,,113947.06,Virtus,Preto,2025,Virtus Comfortline,13/09/2025,0 KM
CLI000581,André Melo Gonçalves,08/01/1975,Bruno Almeida,100400.00,1300.00,99100.00,Financiamento,Bradesco,89272.94,Polo,Branco,2024,Polo Comfortline,20/07/2024,0 KM
CLI001913,André Lopes,19/07/1962,Juliana Costa,156300.00,1650.00,154650.00,À Vista,,128236.01,T-Cross,Brnaco,2025,T-Cross Comfortline,30/09/2025,0 KM
CLI001868,Bruno Araújo,19/08/1969,Bruno Almeida,120000.00,2400.00,117600.00,Financiamento,BV,103716.44,Polo,Prata,2025,Polo Comfortline,23/09/2025,0 KM
CLI001940,Daniel Almeida,02/01/1990,Rafael Martins,100200.00,3300.00,96900.00,Financiamento,Bradesco,84992.13,Polo,Cinza,2025,Polo Comfortline,18/09/2025,0 KM
CLI001886,Júlia Duarte Teixeira,27/11/1991,Diego Nogueira,172000.00,4950.00,167050.00,À Vista,,144807.39,Taos,Branco,2025,Taos Sense,17/09/2025,0 KM
CLI001866,Ana Monteiro,28/08/1986,Diego Nogueira,150300.00,4600.00,145700.00,Financiamento,Bradesco,134782.23,T-Cross,Branco,2025,T-Cross Comfortline,19/09/2025,0 KM
CLI001877,Henrique Castro Oliveira,20/01/1966,Fernanda Ribeiro,115200.00,0.00,115200.00,Financiamento,Montadora,103591.40,Polo,Vermelho,2025,Polo Comfortline,17/09/2025,0 KM
CLI001937,Tatiane Santos,11/07/1984,Juliana Costa,144300.00,0.00,144300.00,Financiamento,Bradesco,123714.78,Virtus,Vermelho,2025,Virtus Highline,29/09/2025,0 KM
CLI001934,Carolina Moraes,10/01/1982,Camila Andrade,205600.00,206500.00,195250.00,Financiamento,Montadora,183572.02,Taos,Prata,2024,Taos Highline,26/09/2025,Semi Novo
CLI001857,Bianca Santos,06/05/1992,Diego Nogueira,247500.00,0.00,247500.00,À Vista,,210012.90,Tiguan Allspace,Vermelho,2025,Tiguan Allspace Comfortline,24/09/2025,Semi Novo
CLI001930,Renata Almeida,12/01/1978,Juliana Costa,108200.00,5350.00,102850.00,À Vista,,89328.78,Polo,Prata,2025,Polo Comfortline,25/09/2025,0 KM
CLI002146,Vinícius Lima,21/12/1991,Diego Nogueira,280500.00,0.00,280500.00,Financiamento,BV,244270.90,Tiguan Allspace,Branco,2025,Tiguan Allspace Highline,01/12/2025,0 KM
CLI001915,Gustavo Batista,05/02/1963,Fernanda Ribeiro,138800.00,0.00,138800.00,Financiamento,Montadora,144849.53,T-Cross,Branco,2025,T-Cross Sense,23/09/2025,0 KM
CLI001881,Laura Lima Silva,19/06/1969,Diego Nogueira,121000.00,350.00,120650.00,Financiamento,Bradesco,101809.64,Polo,Preto,2025,Polo Highline,03/10/2025,0 KM
CLI001893,Isabela Silva Nunes,25/06/1993,Rafael Martins,80600.00,5050.00,75550.00,Financiamento,Montadora,66409.75,Polo,Branco,2025,Polo Sense,09/10/2025,Semi Novo
CLI001891,Natália Monteiro,20/12/1993,Bruno Almeida,167100.00,10850.00,156250.00,Financiamento,Santander,139537.03,T-Cross,Vermelho,2025,T-Cross Highline,31/10/2025,0 KM
CLI001874,Fernanda Barros Mendes,02/12/1972,Camila Andrade,192600.00,6300.00,186300.00,Financiamento,Bradesco,159903.83,Taos,Vermelho,2025,Taos Comfortline,23/10/2025,0 KM
CLI001870,Letícia Santana,25/07/1989,Bruno Almeida,120700.00,250.00,120450.00,Financiamento,Santander,101073.35,Polo,Cinza,2025,Polo Highline,22/10/2025,Semi Novo
CLI001880,VÃ¡nessa Gomes Costa,25/02/1974,Fernanda Ribeiro,113700.00,1200.00,112500.00,Financiamento,Santander,97355.87,Virtus,Preto,2025,Virtus Sense,22/10/2025,Semi Novo
CLI001908,Luana Lopes,15/02/1987,Camila Andrade,88800.00,5150.00,83650.00,Financiamento,Montadora,76066.44,Polo,Preto,2025,Polo Sense,13/10/2025,0 KM
CLI002017,Lucas Rocha,04/08/1991,Camila Andrade,183800.00,10850.00,172950.00,À Vista,,157963.35,T-Cross,Branco,2025,T-Cross Highline,15/10/2025,0 KM
CLI001950,Sofia Castro,01/08/1974,Rafael Martins,100900.00,2900.00,98000.00,À Vista,,83315.13,Polo,Branco,2025,Polo Comfortline,03/10/2025,Semi Novo
CLI001979,Carlos Ramos Costa,12/10/1987,Rafael Martins,138500.00,3700.00,134800.00,Financiamento,Montadora,123511.82,Saveiro,Prata,2025,Saveiro Comfortline,07/10/2025,0 KM
CLI001955,Carlos Gomes Moreira,10/04/1998,Diego Nogueira,112900.00,1850.00,111050.00,Financiamento,,99069.02,Nivus,Preto,2025,Nivus Sense,11/10/2025,0 KM
CLI001957,Samuel Ferreira Moraes,03/01/1970,Diego Nogueira,177800.00,2300.00,175500.00,À Vista,,150833.45,T-Cross,Preto,2025,T-Cross Highline,09/10/2025,0 KM
CLI002050,Júlia Nascimento Moreira,02/11/1968,Diego Nogueira,168900.00,2300.00,166600.00,Financiamento,Santander,144527.69,T-Cross,Cinza,2025,T-Cross Comfortline,09/10/2025,0 KM
CLI001999,Fernando Araújo,25/09/1957,Juliana Costa,168900.00,4650.00,164250.00,Financiamento,Santander,168.870,60,T-Cross,Prata,2025,T-Cross Comfortline,27/10/2025,0 KM
CLI001997,Laura Pereira,20/02/1991,Bruno Almeida,141100.00,6650.00,134450.00,Financiamento,Montadora,118902.72,Nivus,Brnaco,2025,Nivus Comfortline,27/10/2025,0 KM
CLI001965,Caio Monteiro,1957-07-28,Rafael Martins,139900.00,0.00,139900.00,Financiamento,Santander,117191.24,Nivus,Preto,2025,Nivus Comfortline,28/10/2025,0 KM
CLI002185,Clara Monteiro,16/05/1981,Bruno Almeida,86500.00,3600.00,82900.00,Financiamento,Montadora,72697.81,Polo,Branco,2025,Polo Sense,30/10/2025,0 KM
CLI002015,Felipe Oliveira Martins,23/12/1969,Juliana Costa,140100.00,5800.00,134300.00,Financiamento,Montadora,119508.32,Nivus,Branco,2024,Nivus Comfortline,21/10/2025,Semi Novo
CLI001983,Bianca Carvalho,01/12/1959,Camila Andrade,296600.00,6550.00,290050.00,Financiamento,BV,250738.29,Amarok,Branco,2025,Amarok Highline,22/10/2025,0 KM
CLI001984,Renata Dias Alves,06/04/1978,Juliana Costa,215800.00,0.00,215800.00,Financiamento,Montadora,182990.98,Taos,Branco,2025,Taos Highline,26/10/2025,0 KM
CLI001962,Gabriela Rezende Nunes,24/09/1970,Fernanda Ribeiro,182800.00,0.00,182800.00,Financiamento,Bradesco,159180.53,T-Cross,Cinza,2025,T-Cross Highline,30/10/2025,0 KM
CLI002014,Leonardo Gonçalves,17/09/1983,Diego Nogueira,107200.00,2950.00,104250.00,Financiamento,Montadora,95993.28,Saveiro,Prata,2025,Saveiro Sense,11/11/2025,Semi Novo
CLI002041,Daniela Melo Ferreira,27/03/1975,Diego Nogueira,105500.00,2850.00,102650.00,Financiamento,Montadora,86524.78,Polo,Preto,2025,Polo Comfortline,16/11/2025,Semi Novo
CLI001131,Renan Lopes,19/03/1992,Diego Nogueira,109500.00,2250.00,107250.00,Financiamento,Santander,95302.21,Polo,Branco,2025,Polo Comfortline,18/11/2025,0 KM
CLI001982,Natália Oliveira,12/11/1987,bruno almeida,209400.00,2300.00,208750.00,À Vista,,183296.98,Taos,Branco,2025,Taos Comfortline,13/11/2025,0 KM
CLI002013,Patrícia Rezende Ramos,20/09/1962,Diego Nogueira,169800.00,9450.00,160350.00,À Vista,,145538.30,T-Cross,Cinza,2025,T-Cross Highline,24/11/2025,Semi Novo
CLI002000,Ana Santana,10/09/1976,Camila Andrade,156300.00,5400.00,150900.00,À Vista,,139871.43,T-Cross,Branco,2025,T-Cross Comfortline,24/11/2025,0 KM
CLI001992,Pedro Rodrigues,27/11/1971,Fernanda Ribeiro,110100.00,0.00,110100.00,Financiamento,BV,92839.00,Polo,Branco,2025,Polo Comfortline,22/11/2025,0 KM
CLI002143,Daniel Nunes Moreira,12/06/1988,Bruno Almeida,272400.00,9800.00,262600.00,À Vista,,234790.87,Amarok,Branco,2025,Amarok Sense,30/11/2025,0 KM
CLI002145,RicÃ¡rdo Souza Ramos,,Camila Andrade,107300.00,5850.00,101450.00,Financiamento,Santander,94624.84,Polo,Branco,2025,Polo Comfortline,10/11/2025,0 KM
CLI002095,Sabrina Soares Ribeiro,11/10/1994,Bruno Almeida,140200.00,0.00,140200.00,À Vista,Santander,123475.40,Nivus,Branco,2025,Nivus Comfortline,18/11/2025,0 KM
CLI002148,Camila Andrade Teixeira,21/11/1997,Camila Andrade,227400.00,7350.00,220050.00,À Vista,,190039.08,Tiguan Allspace,Cinza,2025,Tiguan Allspace Sense,12/11/2025,Semi Novo
CLI002153,RicÃ¡rdo Barbosa Silva,,Fernanda Ribeiro,90700.00,7950.00,82750.00,Financiamento,Montadora,77963.84,Polo,Branco,2024,Polo Sense,14/11/2025,Semi Novo
CLI002166,Sofia Ribeiro,28/05/1996,Juliana Costa,130000.00,1.100,00,128100.00,Financiamento,Montadora,112821.49,Virtus,Prata,2025,Virtus Comfortline,06/11/2025,0 KM
CLI002167,Ricardo Nunes Ribeiro,08/07/1985,DIEGO NOGUEIRA,83800.00,2300.00,79800.00,Financiamento,Montadora,69088.13,Polo,Branco,2025,Polo Sense,28/11/2025,0 KM
CLI002062,Beatriz Pereira,1969-10-11,Juliana Costa,127800.00,1850.00,125950.00,Financiamento,Montadora,112561.09,Polo,Cinza,2025,Polo Highline,2025-11-21,0 KM
CLI002083,Laura Silva,22/07/1974,Diego Nogueira,229400.00,5550.00,223850.00,Financiamento,Montadora,191421.33,Taos,Azul,2025,Taos Highline,20/11/2025,0 KM
CLI002089,Letícia Santana,10/06/2000,Fernanda Ribeiro,115400.00,2200.00,113200.00,Financiamento,BV,102295.90,Saveiro,Azul,2025,Saveiro Sense,20/11/2025,0 KM
CLI002150,Guilherme Moraes,24/02/1990,Fernanda Ribeiro,206100.00,9200.00,196900.00,Financiamento,Bradesco,175450.81,Taos,Branco,2025,Taos Comfortline,29/11/2025,Semi Novo
CLI002152,Marina Moreira Monteiro,25/03/1984,Juliana Costa,148600.00,0.00,148600.00,Financiamento,Montadora,131698.28,Nivus,Prata,2025,Nivus Highline,18/11/2025,0 KM
CLI002128,Henrique Silva,17/10/1996,Rafael Martins,147400.00,3600.00,143800.00,Financiamento,Montadora,129338.81,Virtus,Branco,2025,Virtus Highline,17/11/2025,0 KM
CLI002177,Pedro Cardoso,06/10/1989,Fernanda Ribeiro,154900.00,3600.00,148000.00,Financiamento,Montadora,131.633,76,Nivus,Branco,2025,Nivus Highline,24/11/2025,0 KM
CLI002180,Fernanda Rezende,23/06/1970,Fernanda Ribeiro,163000.00,4650.00,158350.00,Financiamento,BV,138271.27,T-Cross,Cinza,2025,T-Cross Comfortline,25/11/2025,0 KM
CLI002134,Sofia Oliveira,17/10/1982,Fernanda Ribeiro,131000.00,1550.00,129450.00,Financiamento,BV,133076.59,Virtus,Cinza,2025,Virtus Comfortline,18/11/2025,0 KM
CLI002104,Renan Rodrigues,02/14/1956,Rafael Martins,139800.00,3950.00,135850.00,Financiamento,Santander,116992.86,Saveiro,Branco,2025,Saveiro Comfortline,10/12/2025,0 KM
CLI002146,Vinícius Lima,21/12/1991,Diego Nogueira,280500.00,0.00,280500.00,Financiamento,BV,244270.90,Tiguan Allspace,Branco,2025,Tiguan Allspace Highline,01/12/2025,0 KM
CLI002127,Daniel Monteiro,22/09/1984,Juliana Costa,131300.00,3200.00,128100.00,À Vista,,109265.61,T-Cross,Prata,2025,T-Cross Sense,29/12/2025,0 KM
