id_cliente,cliente,genero,idade,contato,fonte,produto_interesse,forma_pagamento,entrada_pct,fez_test_drive,data_interesse,etapa,motivo_insucesso,temperatura,data_ultimo_contato
CLI000986,Samuel Teixeira,Masculino,44,(21) 98566-4578,Site,T-Cross,À Vista,,Não,15/12/2024,Negociação,,Quente,08/01/2025
CLI000987,Pedro Ramos,Masculino,47,(12) 97796-6333,WhatsApp,Amarok,Financiamento,25,Não,06/12/2024,Agendamento,,Morno,13/12/2024
CLI000988,Bruno Santos Rodrigues,Masculino,40,(17) 94366-8787,Site,Virtus,Financiamento,20,Sim,11/12/2024,Sucesso,,Morno,21/01/2025
CLI000989,Eduardo Rocha,Masculino,,(11) 92403-2697,Google Ads,Polo,Financiamento,30,Não,09/12/2024,Interesse Futuro,,Morno,29/03/2025
CLI000990,Júlia Martins,Feminino,56,(85) 98701-0936,Google Ads,Tiguan Allspace,À Vista,,Não,18/12/2024,Primeiro Contato,,Morno,20/12/2024
CLI000991,Pedro Costa,Masculino,50,(41) 95218-2713,WhatsApp,Virtus,À Vista,,Sim,08/12/2024,Insucesso,Comprou em Outra Concessionária,Frio,31/12/2024
CLI000992,Sofia Costa,Feminino,51,(71) 99949-4595,Indicação,T-Cross,À Vista,,Sim,20/12/2024,Sucesso,,Morno,27/01/2025
CLI000993,Camila Barros Batista,Feminino,45,(71) 95668-2294,WhatsApp,Tiguan Allspace,Financiamento,40,Sim,20/12/2024,Sucesso,,Morno,25/12/2024
CLI000994,Laura Lopes,Feminino,48,9988-7766,Google Ads,Virtus,À Vista,,Sim,01/12/2024,Primeiro Contato,,Frio,08/12/2024
CLI000995,MARCELO ROCHA,Masculino,55,(12) 98429-2380,Facebook Ads,Polo,Financiamento,40,Não,16/12/2024,Agendamento,,Quente,18/12/2024
CLI000996,Diego Almeida,Masculino,25,(71) 96064-7726,Loja Física,Taos,Financiamento,30,Sim,07/12/2024,Agendamento,,Morno,19/12/2024
CLI000997,Bruno Dias,Masculino,30,(11) 93428-5663,Instagram,T-Cross,À Vista,,sim,28/12/2024,Agendamento,,Frio,10/01/2025
CLI000998,Gabriel Gonçalves,Masculino,39,(11) 91410-8523,Loja Física,Saveiro,Financiamento,20,Não,22/12/2024,Insucesso,Produto Indisponível,Frio,15/02/2025
CLI000999,Henrique Rezende Carvalho,Feminno,61,(11) 97808-0812,WhatsApp,Virtus,Financiamento,50,Sim,11/12/2024,Agendamento,,Morno,24/12/2024
CLI001000,Júlia Cardoso Gonçalves,Feminino,17,(71) 98482-6639,Instagram,Polo,À Vista,,Sim,29/12/2024,Negociação,,Quente,31/12/2024
CLI001001,Henrique Dias,Masculino,57,(48) 95678-1396,Facebook Ads,Saveiro,Financiamento,25,Não,08/12/2024,Primeiro Contato,,Morno,09/12/2024
CLI001002,Camila Araújo,Feminino,52,(15) 96683-3826,Instagram,Saveiro,Financiamento,25,Sim,24/12/2024,Negociação,,Quente,01/01/2025
CLI001003,Tatiane Silva Duarte,Feminino,56,(61) 99965-5044,Facebook Ads,Nivus,Financiamento,30,1,04/12/2024,Negociação,,Morno,26/12/2024
CLI001004,Pedro Andrade Alves,Masculino,39,(85) 94846-1326,Instagram,Tiguan Allspace,Financiamento,20,Não,16/12/2024,Insucesso,Comprou em Outra Concessionária,Frio,05/01/2025
CLI001005,Valentina Andrade Batista,Feminino,32,(17) 97744-8855,Instagram,Taos,Financiamento,10,Não,30/12/2024,Primeiro Contato,,Frio,05/01/2025
CLI001006,Isabela Rodrigues,Feminino,68,(24) 94289-5690,Instagram,Polo,À Vista,,1,03/12/2024,Agendamento,,Morno,14/12/2024
CLI001007,Vanessa Oliveira,Feminino,65,(13) 97491-7829,Instagram,Amarok,Financiamento,10,Sim,24/12/2024,Negociação,,Morno,22/01/2025
CLI001008,Valentina Melo Duarte,Feminino,62,(15) 94182-8126,Google Ads,Polo,Financiamento,10,Não,03/12/2024,Insucesso,Financeiro,Frio,04/01/2025
CLI001009,Felipe Batista Lima,Masculino,37,(11) 99758-1216,OLX,Nivus,Financiamento,30,Não,07/12/2024,SUCESSO ,,Quente,11/01/2025
CLI001010,Bruna Mendes,Feminino,32,(11) 93896-4602,Instagram,Polo,À Vista,,Não,11/12/2024,Negociação,Crédito Negado,Morno,07/01/2025
CLI001011,Thiago Moreira Moraes,Masculino,37,(51) 91637-8008,Loja Física,T-Cross,Financiamento,20,Não,16/12/2024,Sucesso,,Quente,19/12/2024
CLI001012,Gabriel Lopes Ramos,Masculino,46,(41) 91870-6940,WhatsApp,Polo,Financiamento,20,Não,30/12/2024,Sucesso,,Morno,19/01/2025
CLI001013,Marina Araújo Dias,Feminino,46,(48) 92530-0551,Loja Física,Polo,Financiamento,20,Não,27/12/2024,Primeiro Contato,,Morno,02/01/2025
CLI001014,Beatriz Pereira,Feminino,62,(12) 99116-4276,WhatsApp,Saveiro,À Vista,,Sim,03/12/2024,Negociação,,Quente,09/12/2024
CLI001015,Leonardo Almeida Batista,Masculino,23,(62) 92217-9405,Indicação,Amarok,Financiamento,30,Não,07/12/2024,Negociação,,Quente,2025-01-04
CLI001016,Natália Monteiro,Feminino,46,(32) 93619-4282,Instagram,Nivus,À Vista,,Não,23/12/2024,Sucesso,,Quente,19/01/2025
CLI001017,Marina Lima,Feminino,29,(62) 95828-5200,Indicação,T-Cross,Financiamento,40,Sim,02/12/2024,Sucesso,,Quente,08/01/2025
CLI001018,Gustavo Nunes,Masculino,41,(21) 98538-7977,Instagram,T-Cross,Financiamento,40,Sim,02/12/2024,Interesse Futuro,,Morno,26/12/2024
CLI001989,Carlos Costa Araújo,Masculino,59,(11) 97442-7204,Site,T-Cross,Financiamento,25,Não,02/10/2025,Insucesso,Crédito Negado,Morno,14/10/2025
CLI001019,Ana Ferreira Lima,Feminino,43,(21) 9999,Instagram,Virtus,Financiamento,30,Sim,28/12/2024,Sucesso,,Quente,07/01/2025
CLI001020,Renan Lopes,Masculino,40,(32) 99919-4196,Indicação,Polo,Financiamento,25,Não,02/12/2024,Interesse Futuro,,Quente,20/02/2025
CLI001021,Guilherme Rodrigues Nascimento,Masculino,38,(15) 95716-6156,Indicação,Polo,À Vista,,Sim,07/12/2024,Agendamento,,Quente,09/12/2024
CLI001022,Sabrina Cardoso,Feminino,45,(16) 97782-5982,Site,Polo,Financiamento,20,Sim,23/12/2024,Negociação,,Quente,29/12/2024
CLI001023,Vanessa Rocha,Feminino,58,(15) 95274-6339,WhatsApp,Virtus,Financiamento,35,Sim,29/12/2024,Sucesso,Produto Indisponível,Quente,18/01/2025
CLI001024,Diego Carvalho,Masculino,47,1198877-66,Google Ads,Polo,Financiamento,35,Sim,20/12/2024,Agendamento,,Frio,01/01/2025
CLI001025,André Soares,Masculino,43,(71) 96116-0957,Instagram,Saveiro,Financiamento,25,,05/12/2024,Sucesso,,Quente,10/01/2025
CLI001026,Tatiane Lima,Feminino,52,(27) 93808-7349,Indicação,Nivus,Financiamento,30,Não,31/12/2024,Interesse Futuro,,Morno,24/03/2025
CLI001027,Caio Duarte,Masculino,32,(13) 94189-3040,Instagram,Saveiro,Financiamento,15,Não,15/12/2024,Primeiro Contato,,Frio,18/12/2024
CLI001028,Daniela Castro Gomes,Feminino,25,(17) 95837-5161,Instagram,Polo,Financiamento,15,Sim,24/12/2024,Sucesso,,Quente,25/01/2025
CLI001029,Lucas Monteiro,Masculino,21,(71) 97880-0205,Google Ads,Virtus,À Vista,,Não,08/12/2024,Insucesso,Crédito Negado,Morno,20/12/2024
CLI001030,Gustavo Santana,Masculino,54,(11) 97255-7701,Instagram,Saveiro,À Vista,,Não,19/12/2024,Interesse Futuro,Produto Indisponível,Quente,12/04/2025
CLI001031,Eduarda Martins Castro,Feminino,26,(71) 94564-9923,Site,Polo,Financiamento,25,Sim,14/12/2024,Sucesso,Contato Sem Sucesso,Quente,07/01/2025
CLI001032,Rafael Andrade,Masculino,54,(31) 96896-9896,Google Ads,Nivus,Financiamento,30,Sim,30/12/2024,Negociação,,Quente,20/01/2025
CLI001033,Clara Melo,Feminino,15,(21) 99422-6636,Site,Polo,Financiamento,25,Não,27/12/2024,Insucesso,Crédito Negado,Morno,24/01/2025
CLI001034,Paulo Moreira,Masculino,52,(71) 94034-7841,Google Ads,T-Cross,Financiamento,30,1,01/12/2024,Primeiro Contato,,Morno,07/12/2024
CLI001035,Camila Araújo,Feminino,60,(51) 91876-4348,Loja Física,Taos,Financiamento,40,Sim,30/12/2024,Negociação,,Quente,17/01/2025
CLI001036,Ana Santos Pereira,Feminino,29,(24) 96110-0076,Google Ads,Polo,À Vista,,Sim,04/12/2024,Sucesso,,Quente,13/12/2024
CLI001037,Diego Almeida Barbosa,Masculino,42,(24) 98564-2484,Indicação,Nivus,Financiamento,10,Sim,12/12/2024,Sucesso,,Quente,25/12/2024
CLI001038,Caio Lima Oliveira,Masculino,39,(12) 95615-8038,Site,Taos,Financiamento,50,Sim,24/12/2024,Sucesso,,Quente,05/02/2025
CLI001039,Tatiane Lima,Feminino,32,(11) 98041-2958,Site,Polo,À Vista,,Não,07/12/2024,Insucesso,Comprou no Particular,Frio,02/01/2025
CLI001040,Fernando Duarte,Masculino,53,(16) 95521-9756,OLX,Saveiro,À Vista,,Sim,11/12/2024,Negociação,,Morno,05/01/2025
CLI001041,Renan Ramos Melo,Masculino,16,(48) 98889-7950,OLX,T-Cross,Financiamento,50,Não,26/12/2024,Agendamento,,Quente,09/01/2025
CLI001042,Isabela Souza,Feminino,28,(12) 91075-1969,Indicação,Amarok,Financiamento,20,Sim,29/12/2024,Sucesso,,Quente,29/01/2025
CLI001043,Gabriel Araújo Martins,Masculino,44,(15) 93020-4307,Loja Física,Nivus,À Vista,,Sim,09/12/2024,Negociação,,Quente,22/12/2024
CLI001044,Daniela Ramos,Feminino,46,(11) 93753-8549,Loja Física,Amarok,Financiamento,30,Sim,18/12/2024,Negociação,,Quente,05/01/2025
CLI001045,Vanessa Carvalho,Feminino,50,(11) 97587-0682,WhatsApp,Saveiro,Financiamento,35,Não,23/12/2024,Primeiro Contato,,Quente,30/12/2024
CLI001046,João Andrade Souza,Masculino,41,(47) 98939-0084,Site,T-Cross,Financiamento,30,Não,02/12/2024,Insucesso,Crédito Negado,Frio,31/12/2024
CLI001047,Paulo Araújo Alves,Masculino,28,(19) 95271-4286,WhatsApp,Saveiro,À Vista,,Não,13/12/2024,Insucesso,Comprou no Particular,Morno,03/01/2025
CLI001048,Felipe Nunes,Masculino,31,(19) 93765-4634,Google Ads,Polo,Financiamento,30,Sim,16/12/2024,Negociação,,Quente,04/01/2025
CLI001049,Carolina Ribeiro Pereira,Feminino,41,(41) 96247-6373,WhatsApp,Amarok,À Vista,,Sim,16/12/2024,Negociação,,Morno,30/12/2024
CLI001050,Rafael Rezende,Masculino,37,(19) 93651-9034,Instagram,Nivus,À Vista,,Sim,09/12/2024,Interesse Futuro,,Morno,2024-12-19
CLI001051,Lucas Pereira,Masculino,41,(61) 96310-8815,OLX,T-Cross,Financiamento,10,Sim,04/12/2024,Negociação,Financeiro,Morno,24/12/2024
CLI001052,Bianca Teixeira Nunes,Feminino,39,(21) 96560-3114,Facebook Ads,T-Cross,Financiamento,20,Sim,29/12/2024,Agendamento,Financeiro,Quente,03/01/2025
CLI001053,Renan Nascimento Lopes,Masculino,50,(27) 98151-0805,Instagram,T-Cross,Financiamento,40,Não,26/12/2024,Primeiro Contato,,Frio,31/12/2024
CLI001054,Clara Gomes,Feminino,40,(48) 92218-6823,Instagram,Taos,Financiamento,50,Não,26/12/2024,Primeiro Contato,Produto Indisponível,Frio,28/12/2024
CLI001055,Carolina Souza,Feminino,53,(21) 98683-3772,Indicação,Saveiro,À Vista,,Não,07/12/2024,Agendamento,,Quente,16/12/2024
CLI001056,Valentina Martins Freitas,Feminino,45,(31) 91206-6152,WhatsApp,T-Cross,Financiamento,40,Sim,29/12/2024,Negociação,,Morno,05/01/2025
CLI001057,Paulo Costa,Masculino,48,(48) 98990-1752,Loja Física,Nivus,Financiamento,40,Não,22/12/2024,Primeiro Contato,,Frio,29/12/2024
CLI001058,Thiago Barbosa,Masculino,64,(11) 94016-0133,WhatsApp,T-Cross,Financiamento,35,Não,30/12/2024,Primeiro Contato,,Quente,05/01/2025
CLI001059,Daniel Rodrigues Teixeira,Masculino,64,(48) 95853-4720,Google Ads,Polo,Financiamento,25,Não,29/12/2024,Insucesso,Crédito Negado,Morno,10/02/2025
CLI001060,Paulo Melo,Masculino,31,(19) 94571-7417,Google Ads,Polo,Financiamento,20,Não,27/12/2024,Negociação,,Quente,06/01/2025
CLI001061,Felipe Santos,Masculino,24,(71) 95824-2820,Loja Física,Nivus,Financiamento,10,Sim,23/12/2024,Sucesso,,Quente,07/01/2025
CLI001062,Vanessa Ribeiro Alves,Feminino,39,(61) 93965-2670,Loja Física,Tiguan Allspace,Financiamento,30,Não,12/12/2024,PRIMEIRO CONTATO ,,Frio,16/12/2024
CLI001063,Beatriz Rocha,Feminino,24,(15) 99973-4109,Instagram,Polo,Financiamento,50,Sim,26/12/2024,Negociação,,Quente,06/01/2025
CLI001064,Luana Santana,Feminino,55,(16) 91489-5982,facebook ads,Saveiro,À Vista,,Sim,19/12/2024,Sucesso,,Quente,28/12/2024
CLI001065,Ricardo Andrade Gomes,Masculino,53,(17) 96819-9591,WhatsApp,T-Cross,Financiamento,40,Sim,07/12/2024,Primeiro Contato,,Quente,10/12/2024
CLI001066,Paulo Ribeiro,Masculino,52,(27) 99379-4800,Facebook Ads,T-Cross,Financiamento,25,Não,17/12/2024,PRIMEIRO CONTATO ,,Morno,23/12/2024
CLI001067,Ana Mendes,Feminino,67,(62) 91157-2478,Instagram,Saveiro,Financiamento,20,,11/12/2024,Insucesso,Produto Indisponível,Frio,02/02/2025
CLI001068,Natália Batista Nunes,Feminino,36,(24) 95201-0738,Loja Física,Taos,Financiamento,25,Não,04/12/2024,Primeiro Contato,,Morno,04/12/2024
CLI001069,Rodrigo Santana Martins,Masculino,26,(11) 97109-9127,Google Ads,Taos,Financiamento,15,Não,12/13/2024,Negociação,,Quente,29/12/2024
CLI001070,Gabriela Soares,Feminino,42,(24) 94194-5392,Instagram,Taos,À Vista,,Sim,26/12/2024,Primeiro Contato,,Morno,27/12/2024
CLI001071,Renata Oliveira,Feminino,63,(13) 92466-3679,Instagram,Nivus,Financiamento,30,Sim,16/12/2024,primeiro contato,,Morno,22/12/2024
CLI001072,Bruna Pereira Cardoso,Feminino,34,(24) 95697-2213,WhatsApp,Saveiro,Financiamento,25,sim,28/12/2024,Primeiro Contato,,Morno,02/01/2025
CLI001073,Natália Gomes Mendes,Feminino,41,(11) 96420-5893,Facebook Ads,Nivus,Financiamento,20,Não,07/12/2024,Primeiro Contato,,Morno,07/12/2024
CLI001074,Renan Ramos,Masculino,31,(11) 93444-2984,WhatsApp,Polo,À Vista,,Não,05/12/2024,Primeiro Contato,,Morno,10/12/2024
CLI001075,Valentina Oliveira,Feminino,32,(21) 99063-0176,Instagram,Polo,À Vista,,Não,19/12/2024,Interesse Futuro,,Morno,10/12/2024
CLI001076,Pedro Almeida Moraes,Masculino,29,(85) 91591-4238,OLX,Taos,Financiamento,25,Não,31/12/2024,Primeiro Contato,,Quente,31/12/2024
CLI001077,Eduarda Barros,Feminino,41,(16) 98632-2608,Loja Física,Amarok,Financiamento,15,Sim,16/12/2024,Insucesso,Produto Indisponível,Morno,14/01/2025
CLI001078,Marcos Lopes,Masculino,58,(11) 91587-7418,Facebook Ads,T-Cross,À Vista,,Sim,14/12/2024,Negociação,,Morno,18/12/2024
CLI001079,Renata Ramos Ferreira,Feminino,26,(41) 94836-2563,Loja Física,Polo,Financiamento,35,Sim,03/12/2024,Primeiro Contato,,Morno,05/12/2024
CLI001080,Camila Barros,Feminino,60,(27) 93579-9283,Instagram,Polo,Financiamento,15,Não,08/12/2024,Primeiro Contato,,Morno,15/12/2024
CLI001081,Beatriz Barbosa,Feminino,65,(51) 96244-5428,Instagram,Saveiro,Financiamento,35,Não,28/12/2024,Agendamento,Comprou no Particular,Morno,09/01/2025
CLI001082,Leonardo Nascimento,Masculino,39,(31) 93416-3887,Google Ads,T-Cross,Financiamento,20,Sim,12/12/2024,Sucesso,,Morno,06/01/2025
CLI001083,Rodrigo Rodrigues,Masculino,49,(17) 94274-8483,Google Ads,Saveiro,Financiamento,15,Sim,19/12/2024,Negociação,,Quente,12/24/2024
CLI001084,Mariana Ferreira,Feminino,31,(47) 94263-5897,Instagram,T-Cross,Financiamento,10,Sim,02/12/2024,Sucesso,Produto Indisponível,Morno,11/12/2024
CLI001085,João Gonçalves,Masculino,43,(11) 91583-6517,Google Ads,Saveiro,À Vista,,Sim,08/12/2024,Sucesso,,Quente,25/12/2024
CLI001086,Marcelo Gomes Rezende,Masculino,33,(48) 93251-6115,Instagram,T-Cross,À Vista,,Não,17/12/2024,Agendamento,,Quente,23/12/2024
CLI001087,Leonardo Monteiro,Masculino,41,(24) 97812-8980,WhatsApp,T-Cross,À Vista,,Não,29/12/2024,Agendamento,,Morno,13/01/2025
CLI001088,Daniela Duarte Almeida,Feminino,44,(62) 99530-9901,Loja Física,T-Cross,Financiamento,30,Sim,15/12/2024,Negociação,,Quente,22/12/2024
CLI001089,Thiago Freitas,Masculino,46,(11) 96157-5445,Site,Nivus,Financiamento,30,Sim,10/12/2024,Sucesso,,Morno,23/01/2025
CLI001090,Sabrina Ribeiro Almeida,Feminino,33,(12) 92183-3321,Site,Virtus,Financiamento,25,Sim,21/12/2024,Primeiro Contato,,Quente,24/12/2024
CLI001091,Larissa Barbosa,Feminino,50,(61) 96482-3818,Google Ads,Saveiro,À Vista,,Sim,24/12/2024,Negociação,,Quente,11/01/2025
CLI001092,Eduarda Lopes Rocha,Feminino,35,(41) 93753-1790,Site,Nivus,À Vista,,Não,08/12/2024,Agendamento,,Quente,09/12/2024
CLI001093,Carlos Dias,M,30,(81) 93581-1331,Google Ads,Polo,Financiamento,30,Sim,29/12/2024,Sucesso,,Quente,23/01/2025
CLI001094,Pedro Freitas,Masculino,40,(16) 96888-9835,Google Ads,Nivus,Financiamento,30,Não,09/12/2024,Insucesso,Comprou no Particular,Frio,03/02/2025
CLI000866,Ana Ribeiro,Feminino,39,(13) 99826-7170,Google Ads,Amarok,Financiamento,20,Não,17/10/2024,Agendamento,,Morno,28/10/2024
CLI001095,Natália Batista Araújo,Feminino,52,(11) 95179-9574,WhatsApp,Amarok,Financiamento,20,Sim,23/12/2024,Interesse Futuro,,Morno,05/03/2025
CLI001096,Bruno Duarte,Masculino,35,(11) 95020-3031,Google Ads,Saveiro,À Vista,,Sim,31/01/2025,Sucesso,,Morno,20/02/2025
CLI001097,Marina Ramos Martins,Feminino,49,(51) 96956-8717,WhatsApp,Nivus,Financiamento,15,Sim,08/01/2025,Sucesso,,Quente,21/02/2025
CLI001098,Isabela Pereira,Feminino,57,(11) 98A77-6655,WhatsApp,Nivus,Financiamento,15,Não,20/01/2025,Primeiro Contato,,Quente,27/01/2025
CLI001099,Camila Melo Rodrigues,Feminino,31,(21) 97249-3607,olx,Taos,Financiamento,30,Não,02/01/2025,Agendamento,,Quente,06/01/2025
CLI001100,Camila Oliveira,Feminino,47,(17) 99335-0479,Facebook Ads,T-Cross,Financiamento,30,Sim,20/01/2025,Insucesso,Crédito Negado,Morno,13/03/2025
CLI001101,Júlia Nascimento,Feminino,46,(32) 98921-7999,Loja Física,Nivus,Financiamento,50,Sim,21/01/2025,Agendamento,,Frio,28/01/2025
CLI001102,Marcos Santos,Masculino,31,(11) 97668-2509,Site,T-Cross,Financiamento,40,Sim,27/01/2025,primeiro contato,,Frio,03/02/2025
CLI001103,Fernando Martins,Masculino,29,(16) 93103-1649,Indicação,Taos,Financiamento,35,Não,18/01/2025,Sucesso,,Quente,02/03/2025
CLI001104,Fernanda Almeida,Feminino,44,(31) 98296-2549,Site,Polo,À Vista,,Não,15/01/2025,Insucesso,Contato Sem Sucesso,Frio,2025-03-03
CLI001105,Natália Dias Oliveira,Feminino,64,(11) 91767-5470,OLX,T-Cross,Financiamento,,Não,09/01/2025,Sucesso,,Quente,15/01/2025
CLI001106,Luana Batista Melo,Feminino,59,(11) 93296-7264,WhatsApp,Nivus,Financiamento,20,Sim,20/01/2025,Insucesso,Comprou no Particular,Frio,24/01/2025
CLI001107,Ana Dias,Feminino,17,(24) 91483-6445,Instagram,Saveiro,À Vista,,Sim,14/01/2025,Sucesso,,Quente,04/02/2025
CLI001108,Letícia Pereira Silva,Feminino,73,(41) 96296-9299,OLX,Virtus,À Vista,,Não,07/01/2025,Agendamento,,Morno,18/01/2025
CLI001109,Clara Teixeira,Feminino,30,(11) 98872-4761,Instagram,T-Cross,Financiamento,25,Não,19/01/2025,Insucesso,Financeiro,Frio,16/02/2025
CLI001110,Rafael Nascimento Santos,Masculino,21,(51) 94239-9021,Loja Física,Saveiro,À Vista,,Não,2025-01-04,Interesse Futuro,,Frio,16/04/2025
CLI001111,Eduardo Monteiro,Masculino,55,(17) 98569-6520,Instagram,Polo,Financiamento,35,Não,24/01/2025,Primeiro Contato,,Frio,24/01/2025
CLI001112,Helena Ferreira,Feminino,42,(31) 99879-7303,Facebook Ads,Nivus,Financiamento,20,Sim,01/01/2025,Sucesso,,Quente,19/01/2025
CLI001113,Helena Batista,Feminino,44,(24) 95786-4754,Loja Física,T-Cross,À Vista,,Sim,02/01/2025,Negociação,,Quente,19/01/2025
CLI001114,Diego Melo,Masculino,68,(19) 92958-2657,Instagram,T-Cross,Financiamento,30,Não,24/01/2025,Negociação,,Morno,10/02/2025
CLI001115,Bruno Moraes Andrade,Masculino,40,(27) 91201-5264,Instagram,Tiguan Allspace,Financiamento,25,Sim,31/01/2025,Negociação,,Quente,09/02/2025
CLI001116,Vitória Cardoso Alves,Feminino,68,(12) 93347-6340,Instagram,Polo,À Vista,,Não,23/01/2025,Insucesso,Comprou em Outra Concessionária,Frio,10/03/2025
CLI001117,Paulo Mendes Batista,Masculino,34,(31) 97640-4737,Instagram,Virtus,Financiamento,20,Não,15/01/2025,Negociação,,Quente,05/02/2025
CLI001118,Gabriel Silva Batista,Masculino,15,(81) 91797-9270,Facebook Ads,T-Cross,À Vista,,Não,02/01/2025,Agendamento,,Quente,12/01/2025
CLI001119,Natália Souza Ribeiro,Feminino,37,(81) 94268-6002,Google Ads,Polo,À Vista,30,Sim,13/01/2025,Sucesso,,Quente,18/02/2025
CLI001120,Marcos Duarte,Masculino,41,(12) 93814-7261,Instagram,Polo,Financiamento,15,Sim,15/01/2025,Negociação,,Quente,02/02/2025
CLI001121,Helena Carvalho,Feminino,54,(31) 98514-1714,WhatsApp,Polo,Financiamento,30,Sim,19/01/2025,Negociação,,Quente,18/01/2025
CLI001122,Bruno Moraes Barbosa,Masculino,52,(11) 94098-9584,Loja Física,T-Cross,Financiamento,35,Sim,24/01/2025,Sucesso,,Quente,04/03/2025
CLI001123,Valentina Gomes Batista,Feminino,60,(31) 93874-4402,Site,Saveiro,À Vista,,Não,22/01/2025,Insucesso,Contato Sem Sucesso,Frio,22/03/2025
CLI001124,Bruno Costa,Masculino,62,(27) 99389-7644,Indicação,T-Cross,Financiamento,40,Não,08/01/2025,Negociação,,Quente,30/01/2025
CLI001125,Vanessa Ferreira,Feminino,37,(41) 95144-9230,Loja Física,Saveiro,Financiamento,20,Sim,01/01/2025,Insucesso,Comprou no Particular,Frio,22/01/2025
CLI001126,Ana Rocha,Feminino,43,(31) 94874-4412,Instagram,Saveiro,Financiamento,25,Não,01/01/2025,Sucesso,,Quente,30/01/2025
CLI001127,Henrique Soares,Masculino,52,(11) 97675-9396,WhatsApp,Virtus,À Vista,,Não,02/01/2025,primeiro contato,,Frio,09/01/2025
CLI001128,Júlia Dias,Feminino,36,(27) 93064-7412,Instagram,Saveiro,Financiamento,30,Sim,02/01/2025,Agendamento,,Quente,12/01/2025
CLI001129,Marcelo Ribeiro,Masculino,69,(51) 98639-9434,WhatsApp,Virtus,Financiamento,20,Não,28/01/2025,Primeiro Contato,,Morno,31/01/2025
CLI001130,Henrique Ribeiro Moraes,Masculino,38,(12) 97247-0313,Facebook Ads,Polo,Financiamento,25,Sim,22/01/2025,Sucesso,,Quente,18/01/2025
CLI001131,Thiago Santana Moraes,Masculino,25,(11) 98449-9367,Indicação,Amarok,Financiamento,30,Não,09/01/2025,Sucesso,,Quente,24/01/2025
CLI001132,Renan Nunes,Masculino,55,(51) 97714-2714,OLX,T-Cross,Financiamento,25,Não,2025-01-07,Primeiro Contato,,Morno,08/01/2025
CLI001133,Gustavo Almeida,Masculino,44,(13) 94093-1048,Google Ads,Nivus,Financiamento,30,Não,28/01/2025,Negociação,,Quente,05/02/2025
CLI001134,Daniela Almeida,Feminino,33,(13) 92883-9766,Loja Física,Saveiro,Financiamento,30,1,09/01/2025,Primeiro Contato,,Morno,15/01/2025
CLI001662,Júlia Almeida,Feminino,64,(16) 98572-3110,OLX,Amarok,Financiamento,35,Não,26/07/2025,Primeiro Contato,,Morno,01/08/2025
CLI001135,Thiago Carvalho,Masculino,28,(85) 97324-6053,Google Ads,Virtus,Financiamento,30,Não,09/01/2025,Primeiro Contato,,Frio,13/01/2025
CLI001136,Laura Barbosa Gomes,Feminino,43,(16) 91614-1155,Instagram,Polo,Financiamento,35,Sim,18/01/2025,Agendamento,,Quente,31/01/2025
CLI001137,Isabela Rodrigues,Feminino,27,(24) 98249-3622,INSTAGRAM,T-Cross,Financiamento,20,Sim,10/01/2025,Insucesso,Comprou em Outra Concessionária,Frio,05/03/2025
CLI001138,Ana Almeida,Feminino,49,(48) 97434-5287,Instagram,T-Cross,Financiamento,,Sim,15/01/2025,Negociação,,Quente,28/01/2025
CLI001139,Murilo Barros,Fem,62,(19) 91526-4406,Site,T-Cross,Financiamento,15,Sim,29/01/2025,Primeiro Contato,,Frio,05/02/2025
CLI001140,Marcelo Rocha,Masculino,41,(61) 92903-4250,Facebook Ads,Polo,À Vista,,Sim,21/01/2025,Sucesso,,Quente,08/02/2025
CLI001141,Gabriela Andrade Dias,Feminino,30,(19) 93126-9365,WhatsApp,T-Cross,Financiamento,20,Não,24/01/2025,Interesse Futuro,,Morno,03/03/2025
CLI001142,Beatriz Silva Araújo,Feminino,43,(24) 95014-3870,WhatsApp,Virtus,Financiamento,30,Sim,16/01/2025,Sucesso,,Quente,07/02/2025
CLI001143,João Barros,Masculino,38,(51) 95837-4672,WhatsApp,Polo,Financiamento,35,Sim,18/01/2025,Negociação,,Morno,09/02/2025
CLI001144,Pedro Costa,Masculino,45,(48) 94564-5254,Google Ads,T-Cross,Financiamento,30,Sim,26/01/2025,Negociação,,Quente,01/02/2025
CLI001145,Carlos Barros Martins,Masculino,53,(61) 97812-8059,Instagram,Nivus,Financiamento,25,Sim,20/01/2025,Sucesso,,Quente,02/02/2025
CLI001146,Daniel Melo,Masculino,30,(51) 93979-8440,Instagram,Nivus,Financiamento,35,Não,20/01/2025,Insucesso,Contato Sem Sucesso,Morno,14/02/2025
CLI001147,Henrique Oliveira Lima,Masculino,44,(71) 99711-4536,Instagram,Saveiro,Financiamento,25,Sim,25/01/2025,Sucesso,,Quente,06/03/2025
CLI001148,Diego Silva Ferreira,Masculino,39,(19) 92378-0585,Instagram,Saveiro,Financiamento,15,Não,08/01/2025,Primeiro Contato,,Frio,08/01/2025
CLI001149,Rodrigo Duarte,Masculino,35,(16) 95294-2271,Google Ads,T-Cross,À Vista,10,Sim,15/01/2025,Sucesso,,Quente,28/02/2025
CLI001150,Patrícia Carvalho,Feminino,57,(11) 97557-2852,Loja Física,Nivus,Financiamento,30,1,02/01/2025,Interesse Futuro,,Morno,02/05/2025
CLI001151,Vitória Rocha,Feminino,34,(62) 98132-4330,Indicação,Amarok,Financiamento,,Não,10/01/2025,Negociação,,Morno,05/02/2025
